Gene ID	UniProt/TrEMBL Accession
ENSG00000204560	Q5SQH4
ENSG00000274945	A0A0G2JMQ9
ENSG00000155849	A4D1X5
ENSG00000274945	A0A0G2JNE8
ENSG00000135413	F8W0V3
ENSG00000167965	H3BN58
ENSG00000204560	A2AB15
ENSG00000184343	
ENSG00000104818	M0R0E6
ENSG00000170390	G5E9L9
ENSG00000075884	H7BZM0
ENSG00000185610	
ENSG00000196150	Q3B7J8
ENSG00000058673	C9J0L0
ENSG00000170390	A0A0U1RR70
ENSG00000155849	A4D1X5
ENSG00000126950	
ENSG00000135413	
ENSG00000171302	K7EKW6
ENSG00000170390	
ENSG00000184343	A8MPY5
ENSG00000171302	K7EKT2
ENSG00000196150	F6RA56
ENSG00000184343	
ENSG00000155849	H7C0S6
ENSG00000170390	
ENSG00000157450	A0A024R5T5
ENSG00000113583	
ENSG00000171302	K7EMT2
ENSG00000157450	H0YKK5
ENSG00000170390	A0A0U1RRD0
ENSG00000104818	H9KV56
ENSG00000184343	H7C1T4
ENSG00000160959	
ENSG00000155849	H7C3P3
ENSG00000163848	C9J6Y6
ENSG00000131068	
ENSG00000163848	C9K0U4
ENSG00000184343	A8MPP7
ENSG00000184292	
ENSG00000163848	C9JRX0
ENSG00000171302	K7EQT4
ENSG00000116525	
ENSG00000171302	K7EIP9
ENSG00000157450	
ENSG00000155849	H7C0N5
ENSG00000171302	K7EIP9
ENSG00000236672	A0A0G2JK66
ENSG00000116525	
ENSG00000274945	A0A0G2JN69
ENSG00000155849	C9IZR8
ENSG00000184343	H7C2I2
ENSG00000171302	K7EQD4
ENSG00000165629	
ENSG00000236672	A0A0G2JHK2
ENSG00000160959	
ENSG00000155849	C9JIW2
ENSG00000104365	
ENSG00000160959	E9PRP5
ENSG00000133858	
ENSG00000196150	
ENSG00000184343	
ENSG00000175220	
ENSG00000171302	A0A024R8U8
ENSG00000160959	E9PNL0
ENSG00000248592	H0Y8V1
ENSG00000102471	
ENSG00000099840	
ENSG00000274839	E9PAL0
ENSG00000155849	C9JB20
ENSG00000102471	B4DGY6
ENSG00000133858	
ENSG00000157450	
ENSG00000205863	A0A0C4DFX8
ENSG00000155849	C9J5X3
ENSG00000175220	H0YE29
ENSG00000274839	E7EXA8
ENSG00000196150	
ENSG00000171060	
ENSG00000157450	
ENSG00000102471	H7C5F7
ENSG00000175220	E9PNR6
ENSG00000196150	E9PPG5
ENSG00000157450	H0YLK9
ENSG00000205863	
ENSG00000102471	A0A0C4DGW0
ENSG00000196150	E9PL28
ENSG00000099840	
ENSG00000196150	E9PQX5
ENSG00000274947	A0A0C4ZN05
ENSG00000205863	
ENSG00000274839	A0A0G2JPB4
ENSG00000196664	B2R9N9
ENSG00000171060	E5RJ53
ENSG00000274839	E9PAL0
ENSG00000102471	
ENSG00000171060	E5RJ53
ENSG00000196074	
ENSG00000196150	E9PJU7
ENSG00000171060	H0YBH0
ENSG00000133858	
ENSG00000196074	A2A340
ENSG00000248592	A8MSY1
ENSG00000182634	A0A126GWF3
ENSG00000186063	
ENSG00000133858	G3V1X1
ENSG00000196074	A2A341
ENSG00000161217	C9J2E1
ENSG00000099840	A0A087X1M1
ENSG00000108950	L8B8N7
ENSG00000099840	A0A0A0MS61
ENSG00000170385	
ENSG00000146282	
ENSG00000108950	K7EQL5
ENSG00000099840	A0A087WXR1
ENSG00000099840	A0A087X221
ENSG00000182508	
ENSG00000099840	A0A087X160
ENSG00000146282	H0Y450
ENSG00000153012	
ENSG00000189052	A0A0F7RQP8
ENSG00000196074	A2A2M9
ENSG00000153012	H0YA65
ENSG00000138771	
ENSG00000196074	
ENSG00000104365	E5RGA0
ENSG00000205707	A0A0C4DGJ8
ENSG00000186063	
ENSG00000122641	A4D1W7
ENSG00000205707	G3V332
ENSG00000132631	
ENSG00000205707	A0A0C4DGJ8
ENSG00000122641	A4D1W7
ENSG00000108950	K7EIV7
ENSG00000122641	A4D1W7
ENSG00000205707	G3V427
ENSG00000163840	
ENSG00000058673	E9PBY7
ENSG00000205707	A0A0C4DGJ8
ENSG00000108950	Q71MG5
ENSG00000151575	H0YKG1
ENSG00000205707	A0A0C4DGJ8
ENSG00000163840	
ENSG00000187837	
ENSG00000205707	G3V427
ENSG00000205707	G3V4R2
ENSG00000205707	G3V521
ENSG00000205707	
ENSG00000013810	C9JWI7
ENSG00000167207	E9PK30
ENSG00000161217	C9JEJ2
ENSG00000102794	
ENSG00000102794	H7C1Q4
ENSG00000161217	
ENSG00000278373	
ENSG00000109832	A0A1B0GV69
ENSG00000110484	
ENSG00000161217	
ENSG00000278373	
ENSG00000161217	C9J050
ENSG00000161217	H7BZN1
ENSG00000278373	
ENSG00000134317	F8WFB0
ENSG00000058673	
ENSG00000163938	C9JZT7
ENSG00000110484	Q6NX70
ENSG00000278373	C9IYU7
ENSG00000161217	H7C1T3
ENSG00000167965	
ENSG00000183644	
ENSG00000056291	
ENSG00000013810	F8WC55
ENSG00000183760	M0QXC1
ENSG00000183644	E9PN74
ENSG00000058673	
ENSG00000056291	
ENSG00000151575	A0A0S2Z669
ENSG00000167965	
ENSG00000183644	
ENSG00000132749	
ENSG00000058673	
ENSG00000081377	
ENSG00000152942	
ENSG00000275873	
ENSG00000058673	E9PQ61
ENSG00000183644	H0YE60
ENSG00000132749	H3BMB2
ENSG00000275873	A0A0J9YX42
ENSG00000167207	
ENSG00000275873	A0A0J9YXG3
ENSG00000151575	
ENSG00000152942	D6RA84
ENSG00000058673	
ENSG00000056291	
ENSG00000081377	H7C3U8
ENSG00000167207	E9PLF7
ENSG00000132749	
ENSG00000282776	A0A0A0MS14
ENSG00000151575	H3BS88
ENSG00000177683	
ENSG00000152942	
ENSG00000151575	H0YM20
ENSG00000132749	
ENSG00000151575	H0YLZ3
ENSG00000152942	
ENSG00000058673	
ENSG00000144224	
ENSG00000081377	
ENSG00000056291	A0PJM9
ENSG00000161217	F8WAZ5
ENSG00000107186	
ENSG00000144224	C9JLR4
ENSG00000161217	C9JPY0
ENSG00000151575	H0YND2
ENSG00000144224	F8WB86
ENSG00000081377	
ENSG00000167965	
ENSG00000167207	J3QL80
ENSG00000177683	
ENSG00000196937	
ENSG00000266953	K7ESF4
ENSG00000161217	F8WBU2
ENSG00000204231	A0A0S2Z570
ENSG00000167207	J3QL80
ENSG00000144224	Q6PJ80
ENSG00000081377	
ENSG00000167207	J3QL80
ENSG00000266953	U3KQA4
ENSG00000196937	C9JMN4
ENSG00000161217	C9JVS0
ENSG00000081377	
ENSG00000134077	A0A024R2F4
ENSG00000167207	J3QL80
ENSG00000196937	C9JP35
ENSG00000167207	H0YF53
ENSG00000134077	C9JP31
ENSG00000177683	C9JIH7
ENSG00000081377	H0Y577
ENSG00000204231	Q5STP9
ENSG00000109832	
ENSG00000163938	
ENSG00000081377	Q5JU07
ENSG00000152942	
ENSG00000134077	C9J9V2
ENSG00000183760	
ENSG00000134317	B7Z1S6
ENSG00000172845	
ENSG00000073598	
ENSG00000152942	
ENSG00000183760	M0R045
ENSG00000107186	
ENSG00000183760	M0QYV2
ENSG00000108599	A0A0S2Z4Z7
ENSG00000152942	
ENSG00000172845	H0Y6K5
ENSG00000013810	
ENSG00000134077	A0A024R2F4
ENSG00000172845	H0Y7L6
ENSG00000152942	D6RHU1
ENSG00000275920	
ENSG00000154639	
ENSG00000152942	D6RAW6
ENSG00000013810	C9JA91
ENSG00000134077	A0A024R2F4
ENSG00000139438	A0A024RBN3
ENSG00000013810	E7EMT0
ENSG00000108599	K7EM25
ENSG00000134077	H7C0R6
ENSG00000163938	
ENSG00000152942	
ENSG00000204231	E9PK75
ENSG00000013810	H0Y8F2
ENSG00000134077	H7C3J3
ENSG00000152942	
ENSG00000154639	
ENSG00000139438	A0A024RBN3
ENSG00000108599	E7EMD6
ENSG00000108599	J3QL61
ENSG00000154639	
ENSG00000152942	
ENSG00000154146	A0A024R3M7
ENSG00000163938	B4DMU5
ENSG00000154639	
ENSG00000108599	J3QRM7
ENSG00000254827	
ENSG00000152942	H0Y9J8
ENSG00000254827	
ENSG00000126249	
ENSG00000154639	
ENSG00000152942	H0Y9T7
ENSG00000108599	J3QR74
ENSG00000163938	C9JYH9
ENSG00000154146	A0A024R3M7
ENSG00000254827	
ENSG00000152942	
ENSG00000108599	I3L479
ENSG00000152942	
ENSG00000070831	A0A024RAE4
ENSG00000108599	I3L177
ENSG00000187715	
ENSG00000108599	I3NI04
ENSG00000126249	U3KQL1
ENSG00000160691	
ENSG00000070831	A0A024RAE6
ENSG00000197705	
ENSG00000187715	B5MCZ4
ENSG00000197705	
ENSG00000187701	
ENSG00000197705	J3QQM3
ENSG00000197299	
ENSG00000070831	Q5JYX0
ENSG00000187715	
ENSG00000119737	
ENSG00000070831	A0A024RAE4
ENSG00000187715	
ENSG00000107186	A0A075B6R8
ENSG00000197299	H0YNU5
ENSG00000131236	
ENSG00000163126	
ENSG00000163126	
ENSG00000163126	
ENSG00000160691	
ENSG00000013810	Q8IX09
ENSG00000144057	
ENSG00000086506	
ENSG00000107186	H0YGQ3
ENSG00000160691	X6R6D0
ENSG00000144057	
ENSG00000138640	
ENSG00000144057	H7BY52
ENSG00000013810	Q8IX09
ENSG00000239382	H0YDL7
ENSG00000198553	
ENSG00000144057	
ENSG00000107186	B7ZB24
ENSG00000236334	
ENSG00000144057	C9JIK2
ENSG00000198553	
ENSG00000125772	
ENSG00000107186	
ENSG00000107186	
ENSG00000167965	H3BR38
ENSG00000125772	H0Y565
ENSG00000197299	H0YLV8
ENSG00000156103	
ENSG00000131236	
ENSG00000107186	H0YF96
ENSG00000131236	Q5T0R7
ENSG00000134317	
ENSG00000107186	F5H1U9
ENSG00000131236	Q5T0R3
ENSG00000134317	
ENSG00000107186	H3BM19
ENSG00000131236	Q5T0S3
ENSG00000107186	H0YH70
ENSG00000134317	C9JYY8
ENSG00000156103	E5RJA7
ENSG00000134317	
ENSG00000131236	Q5T0R2
ENSG00000107186	F8WDQ8
ENSG00000125772	A0A0J9YVP8
ENSG00000131236	Q5T0R5
ENSG00000107186	F5H8D6
ENSG00000131236	
ENSG00000125772	A0A0J9YY12
ENSG00000107186	H0YFZ6
ENSG00000160691	
ENSG00000131236	
ENSG00000160691	
ENSG00000107186	
ENSG00000131236	
ENSG00000123268	F8VS03
ENSG00000186976	
ENSG00000123268	F8VRN2
ENSG00000138640	
ENSG00000160691	H0Y539
ENSG00000131236	
ENSG00000067829	
ENSG00000172167	
ENSG00000131236	Q5T0R9
ENSG00000160691	Q5T188
ENSG00000131236	Q5T0R1
ENSG00000123268	
ENSG00000160691	Q5T187
ENSG00000131236	Q5T0R6
ENSG00000278692	Q8N742
ENSG00000221946	K7ENE8
ENSG00000160691	Q5T182
ENSG00000131236	Q5T0R4
ENSG00000186976	
ENSG00000109832	
ENSG00000123268	F8VYE5
ENSG00000131236	Q5T0R8
ENSG00000239382	H0YD83
ENSG00000123268	F8VYN3
ENSG00000160691	Q5T181
ENSG00000140153	
ENSG00000109832	J3QL17
ENSG00000198915	
ENSG00000101849	C9JP56
ENSG00000109832	H0YD26
ENSG00000221946	
ENSG00000140153	
ENSG00000109832	E9PR46
ENSG00000198915	
ENSG00000221946	K7EKU3
ENSG00000198915	
ENSG00000239382	H0YEC4
ENSG00000067829	
ENSG00000109832	J3QRJ6
ENSG00000198915	H7BYA3
ENSG00000140153	
ENSG00000067829	H0Y5Q7
ENSG00000172167	
ENSG00000140153	
ENSG00000067829	E7EQB8
ENSG00000140153	
ENSG00000186976	B0QYI5
ENSG00000140153	H0YKE8
ENSG00000170291	I3L2T0
ENSG00000140153	
ENSG00000172167	H0YB28
ENSG00000140153	
ENSG00000067829	G5E9Q7
ENSG00000204262	
ENSG00000140153	G3V5V2
ENSG00000067829	E9PF84
ENSG00000104365	E5RGA0
ENSG00000167965	H3BR38
ENSG00000140153	
ENSG00000063978	
ENSG00000180638	
ENSG00000067829	H7C1W2
ENSG00000167965	H3BM50
ENSG00000140153	H0YNU0
ENSG00000104365	E5RIW0
ENSG00000166526	
ENSG00000167965	H3BSZ4
ENSG00000104365	
ENSG00000104365	E5RGA0
ENSG00000104518	
ENSG00000140153	H0YK31
ENSG00000104518	E9PRF1
ENSG00000277586	
ENSG00000167965	H3BR25
ENSG00000104365	
ENSG00000140153	A0A088AWN2
ENSG00000104518	E9PQR9
ENSG00000167965	H3BPU5
ENSG00000111203	A0A0S2Z5P1
ENSG00000166526	
ENSG00000204262	A0A087WYX9
ENSG00000104365	E5RJH2
ENSG00000104518	G3V1A6
ENSG00000239382	S4R3C7
ENSG00000104365	J3KNS5
ENSG00000138640	
ENSG00000170291	I3L3N8
ENSG00000019144	A0A024R3H6
ENSG00000104518	
ENSG00000170291	
ENSG00000104365	E5RFT3
ENSG00000236183	G3V1A8
ENSG00000167965	H3BM50
ENSG00000277586	A0A087X0W2
ENSG00000019144	A0A087WXY7
ENSG00000167965	I3L2E7
ENSG00000138640	E9PGM7
ENSG00000067829	G5E9Q7
ENSG00000167965	H3BR38
ENSG00000104365	E5RGA0
ENSG00000167965	A0A0A0MR05
ENSG00000239382	
ENSG00000167965	H3BPT1
ENSG00000138640	
ENSG00000111203	F5H1D0
ENSG00000239382	E9PI76
ENSG00000282470	A0A0A0MS04
ENSG00000236183	
ENSG00000101849	
ENSG00000138640	
ENSG00000106603	A0A024RA60
ENSG00000101849	C9JYQ8
ENSG00000111203	
ENSG00000106603	A0A024RA60
ENSG00000278759	A0A0J9YWI5
ENSG00000167965	
ENSG00000239382	
ENSG00000019144	Q96C94
ENSG00000167965	
ENSG00000239382	H0YEM5
ENSG00000278759	A0A0J9YVR1
ENSG00000106603	A0A024RA60
ENSG00000104365	G3V105
ENSG00000166526	C9JIW8
ENSG00000138640	D6RD35
ENSG00000111203	H0YFS4
ENSG00000106603	A0A024RA60
ENSG00000101849	A0A024RBV9
ENSG00000170291	
ENSG00000166526	C9J5S8
ENSG00000104365	G3V105
ENSG00000197622	
ENSG00000166526	C9J5S8
ENSG00000178104	
ENSG00000111203	H0YFM4
ENSG00000019144	A0A024R3F4
ENSG00000170291	I3L1A8
ENSG00000101849	C9JCW3
ENSG00000104365	E5RGA0
ENSG00000101849	C9J5F9
ENSG00000111203	H0YGR0
ENSG00000139540	C9JIB2
ENSG00000019144	A0A087WTZ7
ENSG00000104365	E5RGW5
ENSG00000111203	H0YG72
ENSG00000106086	
ENSG00000139540	C9JPS5
ENSG00000104365	E5RFG5
ENSG00000138640	D6RIY4
ENSG00000166526	C9JK31
ENSG00000106603	A0A024RA60
ENSG00000101849	
ENSG00000101849	A0A024RBV9
ENSG00000166526	C9JE35
ENSG00000106603	A0A024RA60
ENSG00000170291	
ENSG00000106086	
ENSG00000196867	
ENSG00000170291	
ENSG00000106603	C9JA07
ENSG00000106603	C9J6J1
ENSG00000106086	B5MDU3
ENSG00000106603	F8WBS2
ENSG00000104518	E9PQ48
ENSG00000196867	
ENSG00000170291	
ENSG00000280987	
ENSG00000012211	F5H4N2
ENSG00000106603	F2Z2J3
ENSG00000106086	J3KQS5
ENSG00000104518	E9PIB2
ENSG00000170291	I3L437
ENSG00000128191	
ENSG00000280987	D6R9N0
ENSG00000196867	K7EL00
ENSG00000104518	E9PNZ0
ENSG00000170291	I3L1Q3
ENSG00000106603	F2Z2D1
ENSG00000166526	F8WA60
ENSG00000128191	C9JSD5
ENSG00000110422	
ENSG00000106086	
ENSG00000170291	I3NI50
ENSG00000106086	A0A087X1S6
ENSG00000104365	
ENSG00000106603	F2Z2J3
ENSG00000197622	
ENSG00000197622	
ENSG00000168993	
ENSG00000205057	
ENSG00000106603	F2Z2D1
ENSG00000170291	I3L2A9
ENSG00000104365	G3V105
ENSG00000168993	D6RI11
ENSG00000170291	I3L200
ENSG00000106603	A0A024RA60
ENSG00000170419	
ENSG00000113460	
ENSG00000168993	D6RAG3
ENSG00000085224	A4LAA3
ENSG00000170291	
ENSG00000166526	
ENSG00000225190	
ENSG00000138640	D6RCC1
ENSG00000170291	
ENSG00000110422	
ENSG00000138640	D6RFM4
ENSG00000110422	
ENSG00000239382	H0YD66
ENSG00000085224	
ENSG00000128191	
ENSG00000110422	E9PKD7
ENSG00000175792	J3QLR1
ENSG00000138640	Q6P521
ENSG00000138640	D6RGE4
ENSG00000170419	
ENSG00000104518	H0YDB0
ENSG00000166526	
ENSG00000280987	
ENSG00000155254	
ENSG00000110422	
ENSG00000170419	B5MCX6
ENSG00000280987	A0A0R4J2E8
ENSG00000225190	J3KS30
ENSG00000170419	F8W8J5
ENSG00000164047	J3KNB4
ENSG00000225190	J3KRU0
ENSG00000128191	
ENSG00000225190	K7EQ68
ENSG00000180638	
ENSG00000168259	
ENSG00000280987	D6R8Z5
ENSG00000102780	
ENSG00000168259	K7EQ73
ENSG00000180638	
ENSG00000225190	K7EMP2
ENSG00000085224	A0A087WWG0
ENSG00000180638	C9JAE6
ENSG00000178645	
ENSG00000278759	I3L1L0
ENSG00000225190	J3KS30
ENSG00000102780	
ENSG00000278759	A0A0J9YXU4
ENSG00000139540	A0A024RB24
ENSG00000102780	A0A087WZ02
ENSG00000276146	
ENSG00000123364	
ENSG00000139540	C9JPS6
ENSG00000225190	J3KRL8
ENSG00000085224	A0A096LNX6
ENSG00000139540	C9JB28
ENSG00000063978	D6RJF5
ENSG00000280987	B3KM87
ENSG00000225190	K7EPF2
ENSG00000139540	A0A024RB24
ENSG00000276146	
ENSG00000178645	
ENSG00000025423	A0A024RB43
ENSG00000102780	
ENSG00000085224	H0Y3T0
ENSG00000225190	K7EII8
ENSG00000178645	
ENSG00000139540	C9JVC6
ENSG00000102780	A0A0D9SFR6
ENSG00000025423	A0A024RB43
ENSG00000085224	A0A096LNR8
ENSG00000178645	
ENSG00000165091	
ENSG00000085224	A0A096LNL9
ENSG00000025423	A0A024RB43
ENSG00000283208	A0A1B0GWJ7
ENSG00000280987	A8MXP9
ENSG00000283208	A0A1B0GU22
ENSG00000283208	A0A1B0GW94
ENSG00000283208	A0A1B0GVJ0
ENSG00000280987	A8MXP9
ENSG00000085224	A0A096LP59
ENSG00000012211	A0A024QYW5
ENSG00000280987	D6RAM9
ENSG00000085224	A0A096LNW1
ENSG00000025423	G3V508
ENSG00000012211	H0Y413
ENSG00000280987	D6RB45
ENSG00000085224	A0A096LNN3
ENSG00000025423	A0A024RB43
ENSG00000167550	
ENSG00000085224	A0A096LNL6
ENSG00000280987	D6RCM3
ENSG00000278759	A0A0J9YVU1
ENSG00000165091	
ENSG00000012211	H7BZP7
ENSG00000085224	A0A096LNL7
ENSG00000278759	A0A0J9YYG2
ENSG00000025423	G3V3Y9
ENSG00000085224	
ENSG00000278759	A0A0J9YY08
ENSG00000175792	H7C4I3
ENSG00000025423	A0A024RB43
ENSG00000012211	A0A0A0MRT7
ENSG00000085224	A0A096LPG6
ENSG00000166220	
ENSG00000147596	
ENSG00000177728	J3QS17
ENSG00000147596	C9JMM8
ENSG00000123992	
ENSG00000168653	Q6IBA0
ENSG00000167550	C9JQQ1
ENSG00000168653	Q6IBA0
ENSG00000166220	A0A0A0MSR7
ENSG00000102780	A0A0D9SF65
ENSG00000280987	
ENSG00000152936	H0YFH5
ENSG00000276146	A0A0G2JMW1
ENSG00000167550	
ENSG00000102780	
ENSG00000063978	
ENSG00000167550	F8W1T5
ENSG00000168259	
ENSG00000106624	
ENSG00000063978	D6RA71
ENSG00000106624	H7C3D7
ENSG00000277616	E7BWR8
ENSG00000106624	C9JLQ8
ENSG00000168259	K7ELJ8
ENSG00000280987	Q68E03
ENSG00000106624	H7C1J5
ENSG00000168259	
ENSG00000102780	
ENSG00000168259	K7EJ24
ENSG00000241258	H7BY40
ENSG00000106624	H7C0W8
ENSG00000104824	
ENSG00000106624	
ENSG00000168259	K7EPP7
ENSG00000106392	C9K0C8
ENSG00000164591	
ENSG00000168259	K7ESP1
ENSG00000106392	C9JDX1
ENSG00000106624	H7C391
ENSG00000077721	
ENSG00000168259	K7EIH8
ENSG00000106624	H7C4B5
ENSG00000164591	
ENSG00000175792	E7ETR0
ENSG00000276146	
ENSG00000166881	
ENSG00000077721	A0A0R4J2E5
ENSG00000168259	K7ER44
ENSG00000063978	D6RAD8
ENSG00000168259	K7EJV7
ENSG00000168803	
ENSG00000069966	A0A024R5V3
ENSG00000168259	K7EN19
ENSG00000069966	
ENSG00000104824	M0QXS5
ENSG00000164591	H0YC50
ENSG00000168259	K7ENB7
ENSG00000139436	
ENSG00000063978	D6RBZ1
ENSG00000169260	
ENSG00000168803	
ENSG00000164591	E5RII7
ENSG00000168259	K7EJL5
ENSG00000106392	A0A024RA32
ENSG00000168259	K7EK03
ENSG00000164591	
ENSG00000168803	H3BQR9
ENSG00000106392	
ENSG00000168259	K7EJE9
ENSG00000019144	A0A087WZL0
ENSG00000166881	
ENSG00000240344	A0A0S2Z5A8
ENSG00000168803	A0A024R9S2
ENSG00000077721	
ENSG00000123992	E7EMB6
ENSG00000106392	A0A024RA32
ENSG00000276146	A0A0G2JNH0
ENSG00000142698	
ENSG00000139436	
ENSG00000063978	D6RJ08
ENSG00000168803	H3BUD6
ENSG00000166881	G3V5K2
ENSG00000123992	E7ETB3
ENSG00000095110	G3V1T0
ENSG00000262621	V9GZ69
ENSG00000142698	
ENSG00000175792	
ENSG00000095139	
ENSG00000077721	
ENSG00000168803	
ENSG00000168803	
ENSG00000069966	A0A024R5R9
ENSG00000262621	A0A0B4J2C4
ENSG00000139436	
ENSG00000175792	H7C4G5
ENSG00000063978	D6R9E0
ENSG00000077721	A0A0D9SEZ6
ENSG00000152936	
ENSG00000176922	A0A126GWN3
ENSG00000152936	
ENSG00000063978	
ENSG00000077721	A0A0D9SF75
ENSG00000069966	H0YLU1
ENSG00000019144	
ENSG00000112462	D2XT27
ENSG00000019144	
ENSG00000069966	H0YNW7
ENSG00000077721	A0A0D9SG71
ENSG00000104824	B4DVF8
ENSG00000187024	C9J7Z1
ENSG00000095110	
ENSG00000063978	
ENSG00000240344	A0A024R3V4
ENSG00000152936	
ENSG00000063978	
ENSG00000152936	
ENSG00000063978	D6RBQ7
ENSG00000137842	H3BPV2
ENSG00000189339	
ENSG00000241258	A0A024RDL0
ENSG00000137842	H3BN45
ENSG00000069966	Q96F32
ENSG00000104824	
ENSG00000063978	H0YAI5
ENSG00000276536	
ENSG00000152936	
ENSG00000137842	H3BTT1
ENSG00000152936	H0YFE3
ENSG00000139436	
ENSG00000276536	X5D945
ENSG00000241258	
ENSG00000063978	
ENSG00000189339	
ENSG00000152936	F5H8G2
ENSG00000139436	F8VXI9
ENSG00000070388	K7ELB9
ENSG00000095110	F5H6W7
ENSG00000241258	
ENSG00000095110	F5H0Y6
ENSG00000152936	F5H719
ENSG00000019144	A0A024R3H6
ENSG00000276536	
ENSG00000070388	
ENSG00000095110	F5H259
ENSG00000152936	F5H3Q3
ENSG00000189339	A0A087WUK8
ENSG00000095110	
ENSG00000152936	F5H5I3
ENSG00000139436	R4GNG3
ENSG00000241258	
ENSG00000281345	A0A075B6J2
ENSG00000095139	B0YIW6
ENSG00000197037	
ENSG00000095139	E9PK34
ENSG00000278767	A0A024R6I6
ENSG00000158470	
ENSG00000276536	X5D945
ENSG00000095139	B0YIW5
ENSG00000187024	
ENSG00000276536	A0A0J9YXG8
ENSG00000197037	
ENSG00000278767	G3V2W1
ENSG00000187024	A0A096LP22
ENSG00000105438	
ENSG00000167695	I3L0N4
ENSG00000105438	
ENSG00000187024	A0A096LPA3
ENSG00000276536	
ENSG00000095139	Q6P1Q5
ENSG00000137842	
ENSG00000105438	M0R1Y2
ENSG00000187024	A0A096LP34
ENSG00000276536	X5D945
ENSG00000135124	
ENSG00000197037	C9K079
ENSG00000139117	
ENSG00000125820	
ENSG00000104824	M0R1W6
ENSG00000181939	
ENSG00000104824	M0QYL7
ENSG00000137842	H3BPP8
ENSG00000146085	A0A024RD82
ENSG00000276774	
ENSG00000197037	
ENSG00000184933	A0A126GW91
ENSG00000197037	A0A0C4DFN0
ENSG00000187024	
ENSG00000137842	H3BQZ2
ENSG00000064300	
ENSG00000135124	
ENSG00000137842	H3BU73
ENSG00000139436	Q6FI58
ENSG00000139117	
ENSG00000064300	
ENSG00000137842	H3BRA3
ENSG00000100418	
ENSG00000139436	F8W822
ENSG00000177875	
ENSG00000137842	H3BVF7
ENSG00000139117	E7ENV7
ENSG00000064300	
ENSG00000167695	
ENSG00000181896	K7ENV8
ENSG00000167695	I3L336
ENSG00000227268	
ENSG00000276263	A0A024R4Q5
ENSG00000273936	F6UPZ7
ENSG00000139117	F8VZB5
ENSG00000167695	
ENSG00000167695	I3L183
ENSG00000167695	I3L374
ENSG00000240344	F8WC82
ENSG00000181896	
ENSG00000223494	
ENSG00000240344	H7BZ14
ENSG00000163157	K7EQW4
ENSG00000057468	
ENSG00000281227	A0A0D9SGJ3
ENSG00000181896	Q504T0
ENSG00000240344	B8ZZ77
ENSG00000137672	
ENSG00000240344	A0A0S2Z5A8
ENSG00000025796	A0A0S2Z5M1
ENSG00000137672	E9PJN4
ENSG00000113048	A0A024RAJ1
ENSG00000123992	E3W974
ENSG00000205765	
ENSG00000137672	
ENSG00000223494	B7ZCJ6
ENSG00000137672	
ENSG00000181896	
ENSG00000240344	C9J4N2
ENSG00000181896	
ENSG00000223494	A2ABL6
ENSG00000273936	F6Q0M4
ENSG00000205765	A0A0C4DGW6
ENSG00000180953	
ENSG00000240344	C9K058
ENSG00000196517	B7Z3A9
ENSG00000181896	K7EN16
ENSG00000180953	
ENSG00000273936	F6Q0M4
ENSG00000273936	F6Q0M4
ENSG00000180953	
ENSG00000025796	A6PVC9
ENSG00000273936	B9A034
ENSG00000139436	F8WAK2
ENSG00000144567	C9JIF3
ENSG00000204614	
ENSG00000144567	
ENSG00000225228	
ENSG00000123992	E3W979
ENSG00000204614	
ENSG00000113048	G5EA06
ENSG00000171136	
ENSG00000108578	
ENSG00000160124	
ENSG00000025796	F8WB27
ENSG00000278870	A0A126GVF5
ENSG00000171136	K7ENX1
ENSG00000160124	C9JBU9
ENSG00000204614	
ENSG00000223494	
ENSG00000188155	
ENSG00000123992	C9JBE1
ENSG00000103121	
ENSG00000197790	
ENSG00000084674	
ENSG00000223494	A0A0A0MTG1
ENSG00000123992	F8WAN0
ENSG00000108578	J3KS79
ENSG00000123992	E7EPX3
ENSG00000160124	C9JQ41
ENSG00000176299	A0A126GWC3
ENSG00000108578	K7ESE8
ENSG00000188155	A0A087X1C6
ENSG00000160124	H7C525
ENSG00000144567	
ENSG00000123992	B9ZVU2
ENSG00000273936	A0A024R052
ENSG00000163157	
ENSG00000123992	C9J1E2
ENSG00000113048	
ENSG00000197140	E5RGK7
ENSG00000282017	
ENSG00000108578	J3KSD8
ENSG00000084674	A8MUN2
ENSG00000123992	C9JRG3
ENSG00000182791	
ENSG00000113048	D6RH20
ENSG00000179059	
ENSG00000197140	E3W988
ENSG00000281957	A0A0J9YWX3
ENSG00000123992	E3W979
ENSG00000108578	K7ES02
ENSG00000179059	
ENSG00000186665	A0A1B0GTI9
ENSG00000123992	E5RHR3
ENSG00000179059	
ENSG00000123992	E5RJ35
ENSG00000108578	K7EMJ3
ENSG00000144567	F8WAL5
ENSG00000108578	K7ENH5
ENSG00000164151	A0A096LPH9
ENSG00000163157	K7ES04
ENSG00000113048	D6RJC7
ENSG00000186665	
ENSG00000214891	E9PII4
ENSG00000144567	F8WE68
ENSG00000163157	Q5JR82
ENSG00000214891	A0A087WYH8
ENSG00000144567	
ENSG00000103150	
ENSG00000186665	
ENSG00000144567	C9J3K5
ENSG00000196517	J3KPA5
ENSG00000144567	H7C3D5
ENSG00000103121	H3BQQ1
ENSG00000113048	E5RJ73
ENSG00000276159	
ENSG00000103121	H3BTB6
ENSG00000276159	
ENSG00000103121	H3BRC3
